Author_id,Name,Fname,Lname
A4961,Jack Lindstrom,Jack,Lindstrom
A4962,Barry Reed,Barry,Reed
A4963,Thomas Swan,Thomas,Swan
A4964,Martin Clark,Martin,Clark
A4965,P. J. Tracy,,
A4966,Tim Dolin,Tim,Dolin
A4967,Harley Hahn,Harley,Hahn
A4968,Cindy West,Cindy,West
A4969,Mateu,Mateu,
A4970,Justine Fontes,Justine,Fontes
A4971,Omar Rayyan,Omar,Rayyan
A4972,Alice Alfonsi,Alice,Alfonsi
A4973,Bill Wallace,Bill,Wallace
A4974,Carol Wallace,Carol,Wallace
A4975,Jean Van Leeuwen,Jean,Leeuwen
A4976,Adam Rapp,Adam,Rapp
A4977,Nicole Luiken,Nicole,Luiken
A4978,Nancy Munger,Nancy,Munger
A4979,William Heffernan,William,Heffernan
A4980,Norman Kelley,Norman,Kelley
A4981,Ruth Birmingham,Ruth,Birmingham
A4982,Paullina Simons,Paullina,Simons
A4983,Miriam Therese Winter,Miriam,Winter
A4984,Sid Kirchheimer,Sid,Kirchheimer
A4985,Tom Magliozzi,Tom,Magliozzi
A4986,Greg Proops,Greg,Proops
A4987,Richard Lederer,Richard,Lederer
A4988,Richard Howard,Richard,Howard
A4989,Henry W. Stine,,
A4990,B. B. Jordan,,
A4991,Leora Krygier,Leora,Krygier
A4992,David Thompson,David,Thompson
A4993,Diane Hoh,Diane,Hoh
A4994,Hayden Mead,Hayden,Mead
A4995,Kevin Jackson,Kevin,Jackson
A4996,Tim Lebbon,Tim,Lebbon
A4997,Steven Feinberg,Steven,Feinberg
A4998,Garfield Reeves-stevens,Garfield,Reeves-stevens
A4999,Richard L. Mcguire,,
A5000,Robert Poe,Robert,Poe
A5001,Charles Lamb,Charles,Lamb
A5002,Paul B. Thompson,,
A5003,Tonya R. Carter,,
A5004,Robert S. Kane,,
A5005,Helen Keller,Helen,Keller
A5006,D. H. Lawrence,,
A5007,Elise Juska,Elise,Juska
A5008,Marangraphics,Marangraphics,
A5009,G. K. Chesterton,,
A5010,Michael Foreman,Michael,Foreman
A5011,Robert Van De Castle,Robert,Castle
A5012,Alan M. Dershowitz,,
A5013,Mikal Gilmore,Mikal,Gilmore
A5014,Thomas Moore,Thomas,Moore
A5015,Kathy Cronkite,Kathy,Cronkite
A5016,Gertrude Stein,Gertrude,Stein
A5017,M. C. Hargreaves,,
A5018,Eric Hansen,Eric,Hansen
A5019,Harpo Marx,Harpo,Marx
A5020,Rowland Barber,Rowland,Barber
A5021,Simon Louvish,Simon,Louvish
A5022,Arturo Pérez-reverte,Arturo,Pérez-reverte
A5023,Sonia Soto,Sonia,Soto
A5024,Margaret Costa,Margaret,Costa
A5025,Aylmer Maude,Aylmer,Maude
A5026,E.b. Greenwo,,
A5027,Miriam Toews,Miriam,Toews
A5028,Patrick Taylor,Patrick,Taylor
A5029,Fred Stenson,Fred,Stenson
A5030,Irene Gut Opdyke,Irene,Opdyke
A5031,Jennifer Armstrong,Jennifer,Armstrong
A5032,Ahdaf Soueif,Ahdaf,Soueif
A5033,Aleksandr Solzhenitsyn,Aleksandr,Solzhenitsyn
A5034,Catherine Simmons Niven,Catherine,Niven
A5035,Shyam Selvadurai,Shyam,Selvadurai
A5036,John Mcgahern,John,Mcgahern
A5037,D. M. Thomas,,
A5038,Clyde Edgerton,Clyde,Edgerton
A5039,Grace Maccarone,Grace,Maccarone
A5040,Kris Lowe,Kris,Lowe
A5041,Grace Catalano,Grace,Catalano
A5042,Jan Berenson,Jan,Berenson
A5043,Rosalind Noonan,Rosalind,Noonan
A5044,Suzy Becker,Suzy,Becker
A5045,Gertrude Warner,Gertrude,Warner
A5046,Jimmy Buffett,Jimmy,Buffett
A5047,Ellie Kay,Ellie,Kay
A5048,Maud Hart Lovelace,Maud,Lovelace
A5049,Lois Lenski,Lois,Lenski
A5050,Jaime O'Neill,Jaime,O'Neill
A5051,Rick Carroll,Rick,Carroll
A5052,Robert L. Clifton,,
A5053,Alan M. Dahms,,
A5054,Alan Furst,Alan,Furst
A5055,Johnny Cash,Johnny,Cash
A5056,Jonny Cash,Jonny,Cash
A5057,Patrick Carr,Patrick,Carr
A5058,Nicholas Gage,Nicholas,Gage
A5059,Bette Bao Lord,Bette,Lord
A5060,Blue Balliett,Blue,Balliett
A5061,Tom Raabe,Tom,Raabe
A5062,Jack Schaefer,Jack,Schaefer
A5063,Donna Kae Nelson,Donna,Nelson
A5064,Debra Kang Dean,Debra,Dean
A5065,Colette Inez,Colette,Inez
A5066,Ross Talarico,Ross,Talarico
A5067,Merle Kessler,Merle,Kessler
A5068,William Molnar,William,Molnar
A5069,June Callwood,June,Callwood
A5070,Daniel Wallace,Daniel,Wallace
A5071,Robert Bonazzi,Robert,Bonazzi
A5072,John Howard Griffin,John,Griffin
A5073,John Howard Gri,John,Gri
A5074,Terri Blackstock,Terri,Blackstock
A5075,Beverly Lewis,Beverly,Lewis
A5076,Pauline Nestor,Pauline,Nestor
A5077,Alma Bond,Alma,Bond
A5078,Alma H. Bond,,
A5079,Jose Eugenio Soares,Jose,Soares
A5080,Maud Ellmann,Maud,Ellmann
A5081,Scott Gardiner,Scott,Gardiner
A5082,John Harvey,John,Harvey
A5083,Rochelle Majer Krich,Rochelle,Krich
A5084,Alma Marceau,Alma,Marceau
A5085,Heinz Zwack,Heinz,Zwack
A5086,Larry Berger,Larry,Berger
A5087,Dahlia Lithwick,Dahlia,Lithwick
A5088,Indu Sundaresan,Indu,Sundaresan
A5089,E. L. Doctorow,,
A5090,Donald E. Westlake,,
A5091,Chet Williamson,Chet,Williamson
A5092,Peter Robinson,Peter,Robinson
A5093,Robert W. Walker,,
A5094,Earlene Fowler,Earlene,Fowler
A5095,Karen Kijewski,Karen,Kijewski
A5096,Lynda La Plante,Lynda,Plante
A5097,Mark T. Sullivan,,
A5098,Susan Wittig Albert,Susan,Albert
A5099,Stuart M. Kaminsky,,
A5100,Linda Davies,Linda,Davies
A5101,Sandra West Prowell,Sandra,Prowell
A5102,Deborah Crombie,Deborah,Crombie
A5103,Marianne Wesson,Marianne,Wesson
A5104,Jeremiah Healy,Jeremiah,Healy
A5105,J. F. Freedman,,
A5106,Kate Wilhelm,Kate,Wilhelm
A5107,Wolf Haas,Wolf,Haas
A5108,Walter,Walter,
A5109,Sr. Scott,,
A5110,Anne Newlands,Anne,Newlands
A5111,Dave Allan,Dave,Allan
A5112,Matt Kingdon,Matt,Kingdon
A5113,Kris Murrin,Kris,Murrin
A5114,Daz Rudkin,Daz,Rudkin
A5115,David Hussey,David,Hussey
A5116,D E Hussey,D,Hussey
A5117,Eddie Obeng,Eddie,Obeng
A5118,Storm Constantine,Storm,Constantine
A5119,Sue Bishop,Sue,Bishop
A5120,Ali Smith,Ali,Smith
A5121,Margaret Burt,Margaret,Burt
A5122,Muriel Spark,Muriel,Spark
A5123,Marcia Willett,Marcia,Willett
A5124,Susan Dunlap,Susan,Dunlap
A5125,Cathie Pelletier,Cathie,Pelletier
A5126,Joan Johnston,Joan,Johnston
A5127,Amos Oz,Amos,Oz
A5128,Nicholas De Lange,Nicholas,Lange
A5129,Nancy Geary,Nancy,Geary
A5130,Jacqueline Navin,Jacqueline,Navin
A5131,Robert Half,Robert,Half
A5132,Anne Ursu,Anne,Ursu
A5133,Constance Allen,Constance,Allen
A5134,Pat Relf,Pat,Relf
A5135,Nancy Stevenson,Nancy,Stevenson
A5136,Mary Pope Osborne,Mary,Osborne
A5137,Sal Murdocca,Sal,Murdocca
A5138,Delores Fossen,Delores,Fossen
A5139,Gail Gaymer Martin,Gail,Martin
A5140,Charlotte Douglas,Charlotte,Douglas
A5141,Harry H. Harrison Jr.,,
A5142,J.m. Dillard,,
A5143,David Loughery,David,Loughery
A5144,Keith Sharee,Keith,Sharee
A5145,Sharon Green,Sharon,Green
A5146,A. C. Crispin,,
A5147,Joss Whedon,Joss,Whedon
A5148,Mary E. Hunt,,
A5149,Anais Nin,Anais,Nin
A5150,Wendy Pini,Wendy,Pini
A5151,Richard Pini,Richard,Pini
A5152,Paul Cowan,Paul,Cowan
A5153,Rachel Cowan,Rachel,Cowan
A5154,Charles Grant,Charles,Grant
A5155,Elizabeth Levy,Elizabeth,Levy
A5156,Bill Basso,Bill,Basso
A5157,Gary Hogg,Gary,Hogg
A5158,Agnes Von Kurowsky,Agnes,Kurowsky
A5159,Henry Serrano Villard,Henry,Villard
A5160,Ernest He,Ernest,He
A5161,Katherine Dunn,Katherine,Dunn
A5162,Brigitte Aubert,Brigitte,Aubert
A5163,Susanne Staatsmann,Susanne,Staatsmann
A5164,Irvin D. Yalom,,
A5165,Uda Strätling,Uda,Strätling
A5166,Richard Laliberte,Richard,Laliberte
A5167,Napoleon Hill,Napoleon,Hill
A5168,James Bovard,James,Bovard
A5169,Harry Browne,Harry,Browne
A5170,William E. Simon,,
A5171,Linus Torvalds,Linus,Torvalds
A5172,David Diamond,David,Diamond
A5173,Ann Durell,Ann,Durell
A5174,Marilyn Sachs,Marilyn,Sachs
A5175,Carl Norac,Carl,Norac
A5176,Claude K. Dubois,,
A5177,Gustav Meyrink,Gustav,Meyrink
A5178,Sam Mcbratney,Sam,Mcbratney
A5179,Mikhail Bulgakov,Mikhail,Bulgakov
A5180,Mirra Ginsburg,Mirra,Ginsburg
A5181,Sean Russell,Sean,Russell
A5182,John Nichols,John,Nichols
A5183,Chuck Barris,Chuck,Barris
A5184,Barbara Haveland,Barbara,Haveland
A5185,Louise Gherasim,Louise,Gherasim
A5186,Mcbain,Mcbain,
A5187,Holly Halverson,Holly,Halverson
A5188,Dave Davidson,Dave,Davidson
A5189,Beryl Peters,Beryl,Peters
A5190,Frankie,Frankie,
A5191,Isaak Babel,Isaak,Babel
A5192,Corneille,Corneille,
A5193,Tim Guenard,Tim,Guenard
A5194,Patrick Besnier,Patrick,Besnier
A5195,Hakan Nesser,Hakan,Nesser
A5196,Christel Hildebrandt,Christel,Hildebrandt
A5197,Ruth Warrick,Ruth,Warrick
A5198,Don Preston,Don,Preston
A5199,Shannon Waverly,Shannon,Waverly
A5200,K. N. Casper,,
A5201,Mackie Shilstone,Mackie,Shilstone
A5202,Susan Floyd,Susan,Floyd
A5203,Tom Wilson,Tom,Wilson
A5204,Ann Evans,Ann,Evans
A5205,Darlene Graham,Darlene,Graham
A5206,Lynnette Kent,Lynnette,Kent
A5207,Peggy Nicholson,Peggy,Nicholson
A5208,Tara Taylor Quinn,Tara,Quinn
A5209,Jennifer Greene,Jennifer,Greene
A5210,Jackie Merritt,Jackie,Merritt
A5211,Claire Foshee,Claire,Foshee
A5212,Alisa M. Hoffman,,
A5213,Arnold Robbins,Arnold,Robbins
A5214,Bill Phillips,Bill,Phillips
A5215,Michael D'Orso,Michael,D'Orso
A5216,Lass Small,Lass,Small
A5217,Kathryn Shay,Kathryn,Shay
A5218,Stella Bagwell,Stella,Bagwell
A5219,Lindsay Mckenna,Lindsay,Mckenna
A5220,Brenda Novak,Brenda,Novak
A5221,Jack L. Chalker,,
A5222,Georges Passelecq,Georges,Passelecq
A5223,Bernard Suchecky,Bernard,Suchecky
A5224,Linda Nevins,Linda,Nevins
A5225,Jonathan Swift,Jonathan,Swift
A5226,Sasha Miller,Sasha,Miller
A5227,Julie Brady,Julie,Brady
A5228,Stewart Lee Allen,Stewart,Allen
A5229,Roger Housden,Roger,Housden
A5230,Pierre Desproges,Pierre,Desproges
A5231,Jonathan Ames,Jonathan,Ames
A5232,Peter C. Newman,,
A5233,Lien Chao,Lien,Chao
A5234,Jim Wong-chu,Jim,Wong-chu
A5235,T S Eliot,T,Eliot
A5236,Rae Lawrence,Rae,Lawrence
A5237,Mladen Sutej,Mladen,Sutej
A5238,Catherine George,Catherine,George
A5239,Marion Lennox,Marion,Lennox
A5240,Carol North,Carol,North
A5241,Anne Lindsay,Anne,Lindsay
A5242,Ian S. Graham,,
A5243,Edmund H. Volkart,,
A5244,Satya Das,Satya,Das
A5245,Jennifer Chiaverini,Jennifer,Chiaverini
A5246,Arthur C. Clarke (introduction),,
A5247,Weigle,Weigle,
A5248,Joyce Milton,Joyce,Milton
A5249,Larry Schwinger,Larry,Schwinger
A5250,Sarah Vowell,Sarah,Vowell
A5251,Deborah Simmons,Deborah,Simmons
A5252,Rafik Schami,Rafik,Schami
A5253,Hans Hermann,Hans,Hermann
A5254,Nikolaus Hansen,Nikolaus,Hansen
A5255,Carlos Castillo,Carlos,Castillo
A5256,Martin Scott,Martin,Scott
A5257,Jenny Randles,Jenny,Randles
A5258,Will Gatti,Will,Gatti
A5259,Hal B. Pickle,,
A5260,Royce L. Abrahamson,,
A5261,Alice Steinbach,Alice,Steinbach
A5262,Douglas Clegg,Douglas,Clegg
A5263,Patrick Chabris Christopher,Patrick,Christopher
A5264,Wolff,Wolff,
A5265,Mike Baker,Mike,Baker
A5266,Walter M. Miller Jr.,,
A5267,H. P. Lovecraft,,
A5268,John Jude Palencar,John,Palencar
A5269,U.s. Senate Committee On Commerce,,
A5270,Ricia Mainhardt,Ricia,Mainhardt
A5271,Keith R.a. Decandido,,
A5272,Louise Rafkin,Louise,Rafkin
A5273,Randolph Hogan,Randolph,Hogan
A5274,Norman Manea,Norman,Manea
A5275,Henry Roth,Henry,Roth
A5276,Edith T. Mirante,,
A5277,Katherine Stone,Katherine,Stone
A5278,Abraham. Verghese,,
A5279,Edward Deangelo,Edward,Deangelo
A5280,Diana Ossana,Diana,Ossana
A5281,Janice Gray Kolb,Janice,Kolb
A5282,Bella Bathurst,Bella,Bathurst
A5283,Aimee Bender,Aimee,Bender
A5284,Sara Davidson,Sara,Davidson
A5285,Kristin Hunter Lattany,Kristin,Lattany
A5286,People For The Ethical Treatment Of Anim,People,Anim
A5287,Dennis Cooper,Dennis,Cooper
A5288,Marlis Weber,Marlis,Weber
A5289,Donald Harstad,Donald,Harstad
A5290,Rosalyn Mcmillan,Rosalyn,Mcmillan
A5291,Carol Smith,Carol,Smith
A5292,Cecil Foster,Cecil,Foster
A5293,Susan S. Kelly,,
A5294,David Storey,David,Storey
A5295,Janice Graham,Janice,Graham
A5296,Carolly Erickson,Carolly,Erickson
A5297,Terence M. Green,,
A5298,Robert Olen Butler,Robert,Butler
A5299,Lam Kam Chuen,Lam,Chuen
A5300,Stanley Wynett,Stanley,Wynett
A5301,Lucy Mead,Lucy,Mead
A5302,Dawn Miller,Dawn,Miller
A5303,Jay Mohr,Jay,Mohr
A5304,Katrina Kenison,Katrina,Kenison
A5305,L B Greenwood,L,Greenwood
A5306,Jeff Selis,Jeff,Selis
A5307,Patrick Mcdonnell,Patrick,Mcdonnell
A5308,Mark Beckloff,Mark,Beckloff
A5309,Dan Dye,Dan,Dye
A5310,Hollis Gillespie,Hollis,Gillespie
A5311,Gina B. Nahai,,
A5312,Ngaio Marsh,Ngaio,Marsh
A5313,Judy Alsager,Judy,Alsager
A5314,Silas House,Silas,House
A5315,Anne Vipond,Anne,Vipond
A5316,Alan Nakano,Alan,Nakano
A5317,William Kelly,William,Kelly
A5318,Mic Defreita,Mic,Defreita
A5319,Paige Davis,Paige,Davis
A5320,Loren Lester,Loren,Lester
A5321,Sheryl Bernstein,Sheryl,Bernstein
A5322,Marti,Marti,
A5323,Nick. Hornby,,
A5324,Robert Kirschner,Robert,Kirschner
A5325,Peter (narrator) Macnichol,Peter,Macnichol
A5326,Tim Curry,Tim,Curry
A5327,Jill Tanner,Jill,Tanner
A5328,Alexandra Ripley,Alexandra,Ripley
A5329,Dixie Carter,Dixie,Carter
A5330,James P. Womack,,
A5331,Daniel T. Jones,,
A5332,Susan Donovan,Susan,Donovan
A5333,Patricia Heaton,Patricia,Heaton
A5334,James Wasserman,James,Wasserman
A5335,Joao Aguiar,Joao,Aguiar
A5336,Peter S. Beagle,,
A5337,Rand Flem Ath,Rand,Ath
A5338,Daniel Easterman,Daniel,Easterman
A5339,Alex Kerr,Alex,Kerr
A5340,アン 松本・スチュワート,アン,松本・スチュワート
A5341,Anne Matsumoto Stewart,Anne,Stewart
A5342,Joseph Macanthony,Joseph,Macanthony
A5343,S. N. Lewitt,,
A5344,Caiseal Mor,Caiseal,Mor
A5345,Jill Gregory,Jill,Gregory
A5346,Doris Elaine Fell,Doris,Fell
A5347,Joe Coomer,Joe,Coomer
A5348,Joan Elliott Pickart,Joan,Pickart
A5349,Kristen Heitzmann,Kristen,Heitzmann
A5350,Jeff Gomez,Jeff,Gomez
A5351,Lois Henderson,Lois,Henderson
A5352,Lawrence Naumoff,Lawrence,Naumoff
A5353,Sigmund Brouwer,Sigmund,Brouwer
A5354,Sherrie Lord,Sherrie,Lord
A5355,Kathleen Morgan,Kathleen,Morgan
A5356,Lois Erickson,Lois,Erickson
A5357,John Brady,John,Brady
A5358,Thomas O'Hara,Thomas,O'Hara
A5359,Kenneth S. Janke Sr.,,
A5360,Glen David Gold,Glen,Gold
A5361,Paul Meier,Paul,Meier
A5362,Pamela Browning,Pamela,Browning
A5363,Tova Mirvis,Tova,Mirvis
A5364,Rochelle Krich,Rochelle,Krich
A5365,Jane Shapiro,Jane,Shapiro
A5366,Bruce Chatwin,Bruce,Chatwin
A5367,Barry Clifford,Barry,Clifford
A5368,Phil Georgeff,Phil,Georgeff
A5369,Jason Wilson,Jason,Wilson
A5370,Joe Queenan,Joe,Queenan
A5371,Quintin Jardine,Quintin,Jardine
A5372,Kit Castle,Kit,Castle
A5373,Cara Saylor Polk,Cara,Polk
A5374,August Strindberg,August,Strindberg
A5375,Michael Robinson,Michael,Robinson
A5376,Persia Woolley,Persia,Woolley
A5377,Aidan Chambers,Aidan,Chambers
A5378,Shelley Smith,Shelley,Smith
A5379,John Buxton Hilton,John,Hilton
A5380,Brenda Maddox,Brenda,Maddox
A5381,Bartholomew Gill,Bartholomew,Gill
A5382,Sang Hun Lee,Sang,Lee
A5383,Giles Gordon,Giles,Gordon
A5384,Dr. Paul Carus,,
A5385,Henry Lincoln,Henry,Lincoln
A5386,Leonard Foley,Leonard,Foley
A5387,Jovian Weigel,Jovian,Weigel
A5388,Patti Normile,Patti,Normile
A5389,Dr. Frances Cress Welsing,,
A5390,Aleister Crowley,Aleister,Crowley
A5391,Roger Sherman Loomis,Roger,Loomis
A5392,Jeanne Avery,Jeanne,Avery
A5393,Lama Surya Das,Lama,Das
A5394,Breena Clarke,Breena,Clarke
A5395,Javier Marías,Javier,Marías
A5396,Alfred Bester,Alfred,Bester
A5397,Richard Laymon,Richard,Laymon
A5398,Avi,Avi,
A5399,Ulli Günther,Ulli,Günther
A5400,Herbert Günther,Herbert,Günther
A5401,Conor Cruise O'Brien,Conor,O'Brien
A5402,Ursula K. Leguin,,
A5403,Jim Hightower,Jim,Hightower
A5404,Cheryl Landon,Cheryl,Landon
A5405,Alexa Hennig Von Lange,Alexa,Lange
A5406,Dennis Danvers,Dennis,Danvers
A5407,Stanley Bing,Stanley,Bing
A5408,Carlene Thompson,Carlene,Thompson
A5409,Krentz,Krentz,
A5410,Raymond E. Feist,,
A5411,Danelle Harmon,Danelle,Harmon
A5412,Debbie Travis,Debbie,Travis
A5413,Rebecca Lickiss,Rebecca,Lickiss
A5414,Claire Berlinski,Claire,Berlinski
A5415,Karyn Monk,Karyn,Monk
A5416,Casey Claybourne,Casey,Claybourne
A5417,Kim Barnes,Kim,Barnes
A5418,Stephen Hunter,Stephen,Hunter
A5419,Roisin Mcauley,Roisin,Mcauley
A5420,Jean Hanff Korelitz,Jean,Korelitz
A5421,Janet Laurel,Janet,Laurel
A5422,Hilary Hemingway,Hilary,Hemingway
A5423,Jeffrey P. Lindsay,,
A5424,Craig Holden,Craig,Holden
A5425,Iris Murdoch,Iris,Murdoch
A5426,Vincent Van Gogh,Vincent,Gogh
A5427,Ronald De Leeuw,Ronald,Leeuw
A5428,Arnold J. Pomeran,,
A5429,Philip Smith,Philip,Smith
A5430,Nahum N. Glatzer,,
A5431,Dante Alighieri,Dante,Alighieri
A5432,John Ciardi,John,Ciardi
A5433,Zilpha Keatley Snyder,Zilpha,Snyder
A5434,Steven Spielberg,Steven,Spielberg
A5435,Elizabeth Hand,Elizabeth,Hand
A5436,Tracie Peterson,Tracie,Peterson
A5437,Judith Mccoy Miller,Judith,Miller
A5438,Paula Volsky,Paula,Volsky
A5439,Erich Loest,Erich,Loest
A5440,Sir Francis Chichester,Sir,Chichester
A5441,Jonathan Raban,Jonathan,Raban
A5442,Scott B. Smith,,
A5443,Shirley Temple Black,Shirley,Black
A5444,Daniel Clowes,Daniel,Clowes
A5445,Walter James Miller,Walter,Miller
A5446,Mark Morris,Mark,Morris
A5447,William Wordsworth,William,Wordsworth
A5448,Don Kurtz,Don,Kurtz
A5449,George C. Andrews,,
A5450,Safian,Safian,
A5451,Victoria Looseleaf,Victoria,Looseleaf
A5452,Eugene Stiles,Eugene,Stiles
A5453,George Sand,George,Sand
A5454,Rosemary Lloyd,Rosemary,Lloyd
A5455,Richard Wrigley,Richard,Wrigley
A5456,Jay Leno,Jay,Leno
A5457,A.l. Alexander,,
A5458,Daniel Defoe,Daniel,Defoe
A5459,Mort Gale,Mort,Gale
A5460,Mary Sanford Laurence,Mary,Laurence
A5461,C.g. Jung,,
A5462,W. S. Dell,,
A5463,Cary F. Baynes,,
A5464,Gail Harvey,Gail,Harvey
A5465,Rebecca Shannonhouse,Rebecca,Shannonhouse
A5466,Rizzoli,Rizzoli,
A5467,Magnus Magnusson,Magnus,Magnusson
A5468,Hermann Palsson,Hermann,Palsson
A5469,Paul Edwards,Paul,Edwards
A5470,Doug Peacock,Doug,Peacock
A5471,Miles Harvey,Miles,Harvey
A5472,Gay Talese,Gay,Talese
A5473,Carl Stiner,Carl,Stiner
A5474,Deborah E. Crombie,,
A5475,Ph.d.,,
A5476,Phillip C. Mcgraw,,
A5477,David Martin,David,Martin
A5478,Elizabeth Marshall Thomas,Elizabeth,Thomas
A5479,Greta K. Nagel,,
A5480,Rick Mofina,Rick,Mofina
A5481,Marilu Henner,Marilu,Henner
A5482,Laura Morton,Laura,Morton
A5483,Anthony Robbins,Anthony,Robbins
A5484,A. Roger Merrill,,
A5485,Rebecca R. Merri,,
A5486,Anne Mcgee-cooper,Anne,Mcgee-cooper
A5487,Jane B Burka,Jane,Burka
A5488,Joan Brady,Joan,Brady
A5489,Perri O'Shaughnessy,Perri,O'Shaughnessy
A5490,Carola Salisbury,Carola,Salisbury
A5491,Katherine Paterson,Katherine,Paterson
A5492,Mary Lewis,Mary,Lewis
A5493,Hickm,Hickm,
A5494,James Hadley Chase,James,Chase
A5495,Anne Rampling,Anne,Rampling
A5496,Bonnie Gabriel,Bonnie,Gabriel
A5497,Eileen Dreyer,Eileen,Dreyer
A5498,Laura Childs,Laura,Childs
A5499,Stephen W. Frey,,
A5500,Henry Petroski,Henry,Petroski
A5501,Margaret Mitchell,Margaret,Mitchell
A5502,M.c. Beaton,,
A5503,Peter Kline,Peter,Kline
A5504,Thornton Wilder,Thornton,Wilder
A5505,Carol Kruckeberg,Carol,Kruckeberg
A5506,John Connolly,John,Connolly
A5507,John Steven Gurney,John,Gurney
A5508,John Steven,John,Steven
A5509,Lee Davis Willoughby,Lee,Willoughby
A5510,George Cable,George,Cable
A5511,Laura Mcneal,Laura,Mcneal
A5512,Nathaniel Benchley,Nathaniel,Benchley
A5513,Arnold Lobel,Arnold,Lobel
A5514,Steve Vance,Steve,Vance
A5515,Lori Aurelia Williams,Lori,Williams
A5516,Donald R. Gallo,,
A5517,D M Thomas,D,Thomas
A5518,Angela Malone,Angela,Malone
A5519,Tessa De Loo,Tessa,Loo
A5520,Ruth Levitt,Ruth,Levitt
A5521,Julian Rathbone,Julian,Rathbone
A5522,Guy Gavriel Kay,Guy,Kay
A5523,Babette Cole,Babette,Cole
A5524,Brian Hollingsworth,Brian,Hollingsworth
A5525,Arthur Cook,Arthur,Cook
A5526,Jennie Hanks,Jennie,Hanks
A5527,Bill Peet,Bill,Peet
A5528,Monty Roberts,Monty,Roberts
A5529,Poul Anderson,Poul,Anderson
A5530,Edith Layton,Edith,Layton
A5531,Elizabeth A. Scarborough,,
A5532,Elizabeth,Elizabeth,
A5533,Christine Feehan,Christine,Feehan
A5534,Elsie Clews Parsons,Elsie,Parsons
A5535,Barbara Ardinger,Barbara,Ardinger
A5536,Brian Sibley,Brian,Sibley
A5537,Joseph Flynn,Joseph,Flynn
A5538,Stuart Palmer,Stuart,Palmer
A5539,J. Orde,,
A5540,Linda Barnes,Linda,Barnes
A5541,North American Bear Co.,,
A5542,Nicolas Fargues,Nicolas,Fargues
A5543,Edith Hamilton,Edith,Hamilton
A5544,Edwin Abbott,Edwin,Abbott
A5545,Jacob,Jacob,
A5546,Children'S Dover Thrift,Children'S,Thrift
A5547,Miranda Lundy,Miranda,Lundy
A5548,Carol Highsmith,Carol,Highsmith
A5549,Ted Landphair,Ted,Landphair
A5550,Linda Jennings,Linda,Jennings
A5551,Winston Groom,Winston,Groom
A5552,Todd Cramer,Todd,Cramer
A5553,Doug Munson,Doug,Munson
A5554,Michael C. Eberhardt,,
A5555,Thomas Keneally,Thomas,Keneally
A5556,Susan Collin Marks,Susan,Marks
A5557,Martin Lings,Martin,Lings
A5558,Laura Siegel Gilberg,Laura,Gilberg
A5559,O Park,O,Park
A5560,Donald D. Walsh,,
A5561,Galway Kinnell,Galway,Kinnell
A5562,William Bolitho,William,Bolitho
A5563,David Bevington,David,Bevington
A5564,David Scott Ka,David,Ka
A5565,Anatolian Treasures,Anatolian,Treasures
A5566,Rita Murphy,Rita,Murphy
A5567,Tony Tanner,Tony,Tanner
A5568,Edward Ziegler,Edward,Ziegler
A5569,Ken Warren,Ken,Warren
A5570,L. Neil Smith,,
A5571,Simon R. Green,,
A5572,Jemiah Jefferson,Jemiah,Jefferson
A5573,Peggy Payne,Peggy,Payne
A5574,Robert R. Mccammon,,
A5575,Paul Harding,Paul,Harding
A5576,Tom Shroder,Tom,Shroder
A5577,Michael Dorris,Michael,Dorris
A5578,Penelope Smith,Penelope,Smith
A5579,Henry Rollins,Henry,Rollins
A5580,Charles G. Waugh,,
A5581,Boston Teran,Boston,Teran
A5582,Janette Oke,Janette,Oke
A5583,Glenn Dabbs,Glenn,Dabbs
A5584,Laura Shaine Cunningham,Laura,Cunningham
A5585,Meagan Mckinney,Meagan,Mckinney
A5586,Beverly Bird,Beverly,Bird
A5587,Robert Kroetsch,Robert,Kroetsch
A5588,Caroline Roe,Caroline,Roe
A5589,Susan Crosby,Susan,Crosby
A5590,Wendy Markham,Wendy,Markham
A5591,Barbara Holland,Barbara,Holland
A5592,D. W. Harding,,
A5593,Edward Stewart,Edward,Stewart
A5594,Francis Roe,Francis,Roe
A5595,Slavomir Rawicz,Slavomir,Rawicz
A5596,Deborah Howe,Deborah,Howe
A5597,James Howe,James,Howe
A5598,Alan Daniel,Alan,Daniel
A5599,John Peterson,John,Peterson
A5600,Roberta Carter Clark,Roberta,Clark
A5601,Lori Wick,Lori,Wick
A5602,Judith Pella,Judith,Pella
A5603,Lauraine Snelling,Lauraine,Snelling
A5604,Penelope J. Stokes,,
A5605,Wendy Etherington,Wendy,Etherington
A5606,Velma Wallis,Velma,Wallis
A5607,Jahnna N Malcolm,Jahnna,Malcolm
A5608,Paul Howard,Paul,Howard
A5609,Amy Keating Rogers,Amy,Rogers
A5610,E.s. Mooney,,
A5611,Hom,Hom,
A5612,John Maddox,John,Maddox
A5613,Stephen Jay Gould,Stephen,Gould
A5614,Jane Goodall,Jane,Goodall
A5615,Phillip Berman,Phillip,Berman
A5616,Pauline Reage,Pauline,Reage
A5617,Molly Giles,Molly,Giles
A5618,Dan H. Laurence,,
A5619,Feliks Topolsk,Feliks,Topolsk
A5620,Christopher Bigsby,Christopher,Bigsby
A5621,Webster'S Editors,Webster'S,Editors
A5622,Desmond Morton,Desmond,Morton
